date,asin,brand,product_name,tag,seller_id,seller_name,condition,fulfillment,price,inventory_est,ships_from_country,is_map,is_prime,is_1p
2026-02-25,B0CV4MTSWN,Yeti,"YETI Rambler 16 oz Stackable Tumbler, Vacuum Insulated, Stainless Steel with MagSlider Lid, Seafoam",Tumbler,A3VZHMRV3J141P,,New,FBA,28.0,427,US,False,True,False
2026-02-25,B0CV4MTSWN,Yeti,"YETI Rambler 16 oz Stackable Tumbler, Vacuum Insulated, Stainless Steel with MagSlider Lid, Seafoam",Tumbler,A3VZHMRV3J141P,,New,FBM,28.0,209,US,False,False,False
2026-02-25,B0CV4MTSWN,Yeti,"YETI Rambler 16 oz Stackable Tumbler, Vacuum Insulated, Stainless Steel with MagSlider Lid, Seafoam",Tumbler,A3SR36OTK0L8CO,,New,FBM,40.39,3,US,False,False,False
2026-02-25,B0CV4MTSWN,Yeti,"YETI Rambler 16 oz Stackable Tumbler, Vacuum Insulated, Stainless Steel with MagSlider Lid, Seafoam",Tumbler,A9FTCNW4UYFKQ,,New,FBA,42.5,3,US,False,True,False
2026-02-25,B0FDYDXT32,Yeti,"YETI Rambler 14 oz Ceramic Lined Stackable Mug, Vacuum Insulated, Stainless Steel with MagSlider Lid, Black Forest Green",Mug,A3VZHMRV3J141P,,New,FBA,35.0,100,US,False,True,False
2026-02-25,B0FDYDXT32,Yeti,"YETI Rambler 14 oz Ceramic Lined Stackable Mug, Vacuum Insulated, Stainless Steel with MagSlider Lid, Black Forest Green",Mug,AMR9RMDKT4BPE,,New,FBM,35.0,2,US,False,False,False
2026-02-25,B0FDYDXT32,Yeti,"YETI Rambler 14 oz Ceramic Lined Stackable Mug, Vacuum Insulated, Stainless Steel with MagSlider Lid, Black Forest Green",Mug,A1VEGT0ID6GCYB,,New,FBM,51.79,13,US,False,False,False
2026-02-25,B073WJRJZZ,Yeti,"YETI Rambler 30 oz Stainless Steel Vacuum Insulated Tumbler w/MagSlider Lid, Black",Tumbler,A3VZHMRV3J141P,,New,FBA,40.0,838,US,False,True,False
2026-02-25,B073WJRJZZ,Yeti,"YETI Rambler 30 oz Stainless Steel Vacuum Insulated Tumbler w/MagSlider Lid, Black",Tumbler,A3VZHMRV3J141P,,New,FBM,40.0,508,US,False,False,False
2026-02-25,B073WJRJZZ,Yeti,"YETI Rambler 30 oz Stainless Steel Vacuum Insulated Tumbler w/MagSlider Lid, Black",Tumbler,AMR9RMDKT4BPE,,New,FBM,40.0,1,US,False,False,False
